labsampnum,result_source_key,prep_code,pedon_key,site_key,pedlabsampnum,project_key,layer_field_label_1,hzn_top,hzn_bot,InRangeTop_0_100,InRangeBot_0_100,hzn_desgn,pedoniid,upedonid,soil_name,class_type,classification_name,siteiid,usiteid,site_obsdate,latitude_decimal_degrees,longitude_decimal_degrees,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,note,pedobjupdate,lab_texture,ca_nh4_ph_7,ca_nh4_ph_7_method,mg_nh4_ph_7,mg_nh4_ph_7_method,k_nh4_ph_7,k_nh4_ph_7_method,total_carbon_ncs,total_carbon_ncs_method,total_nitrogen_ncs,total_nitrogen_ncs_method,organic_carbon_walkley_black,oc_walkley_black_method,ph_cacl2,ph_cacl2_method,ph_h2o,ph_h2o_method,phosphorus_bray1,phosphorus_bray1_method,phosphorus_bray2,phosphorus_bray2_method,phosphorus_mehlich_3,phosphorus_mehlich_3_method,base_sat_nh4oac_ph_7,estimated_organic_carbon,carbon_to_nitrogen_ratio,texture_lab,particle_size_method,clay_total,silt_total,sand_total,total_frag_wt_pct_gt_2_mm_ws,bulk_density_oven_dry,bulk_density_oven_dry_method
09N02949,15744553,S,39995,39376,09N0846,5302,S09SC083-003-5,81,122,81,100,Bt3,336187,S2009SC083003,Cecil,series,"Fine, kaolinitic, thermic Typic Kanhapludults",346667,S2009SC083003,6/19/2008 0:00,35.1719437,-82.1352768,US,United States,SC,South Carolina,SC083,Spartanburg,136,Southern Piedmont,SC083,"Spartanburg County, South Carolina",NASIS updated 5/4/2020 7:48:50 AM,8/14/2013 19:15,c,0,4B1a1a,0.12,4B1a1a,0.12,4B1a1a,0.11,4H2a,0.018,4H2a,,,4.4,4C1a2a,5.5,4C1a2a,,,,,,,4,0.1,6,c,3A1a1a,45.7,23.4,30.9,0,,
MU056508,15792712,S,47328,46614,M9617932,5429,,41,58,41,58,Bt2,95837,1996MO179032M,Clarksville,taxadjunct,"Clayey-skeletal, siliceous, semiactive, mesic Typic Paleudults",97068,1996MO179032M,6/24/1996 0:00,37.4733806,-90.9435,US,United States,MO,Missouri,MO179,Reynolds,116A,Ozark Highland,MO179,"Reynolds County, Missouri",NASIS updated 5/4/2020 8:41:11 AM,7/25/2019 13:05,sicl,2.1,4B1a1,1.9,4B1a1,0.4,4B1a1,,,,,0.2,6A2d,4.4,8C1e,5,8C1a,,,,,,,40,,,sicl,3A1a1a,39.7,49.8,10.5,,,
95087-4-1,15743563,S,39822,39203,S95AL-087-4,5260,9587-4-1,0,20,0,20,Ap,305262,95AL087004-pgm,Malbis,series,"Fine-loamy, siliceous, subactive Plinthic paleudults",305425,95AL087004-pgm,2/7/1995 0:00,32.3877778,-85.9255556,US,United States,AL,Alabama,AL087,Macon,,,AL087,"Macon County, Alabama",NASIS updated 5/4/2020 8:47:01 AM,1/27/2014 17:14,,1.04,NK,0.38,NK,0.2,NK,,,,,,,,,5.7,NK,,,,,,,46,,,,3A1a1a,5.3,28.6,66.1,,,
40A38801,36722,S,4894,4894,40A5153,1,57809,15,58,15,58,Ag2,100967,S1957GA277012,RAINS,series,,100984,S1957GA277012,7/1/1957 0:00,31.4535332,-83.5501709,US,United States,GA,Georgia,GA277,Tift,,,GA277,"Tift County, Georgia",NASIS updated 5/4/2020 8:05:55 AM,4/23/2016 6:15,ls,0.2,6N2d,0.3,6O2b,0.1,6Q2a,,,,,0.21,6A1a,,,4.5,8C1a,,,,,,,,,,ls,3A1a1a,5.5,10.1,84.4,0,,
FL6600603,15817129,S,51068,50342,S66_006,5460,,41,76,41,76,Bw2,518298,1979-FL131-S66_006,Troup,,"Grossarenic Kandiudults, loamy, kaolinitic, thermic.",529592,S1979-FL131-S66_006,4/15/2011 0:00,30.9640141,-86.2155914,US,United States,FL,Florida,FL131,Walton,133A,Southern Coastal Plain,FL131,"Walton County, Florida",NASIS updated 5/4/2020 8:46:14 AM,4/23/2016 6:15,LS,0.05,6N2,0.02,6O2,0,6Q2,,,,,0.12,6A1a,4.6,8C1e,5,8C1a,,,,,,,,,,LS,3A1a1a,4.9,9,,,,
86P01098,82744,S,12850,12850,86P0178,1363,,60,100,60,100,Bt2,123155,85GA261002,Greenville,series,"Clayey, kaolinitic, thermic Rhodic Kandiudults",121411,S1985GA261002,10/1/1985 0:00,32.0041656,-84.398613,US,United States,GA,Georgia,GA261,Sumter,133A,Southern Coastal Plain,,,NASIS updated 5/4/2020 8:18:32 AM,4/23/2016 6:08,c,0.47,6N2e,0.35,6O2d,0.02,6Q2b,,,0.008,6B3a,0.11,6A1c,4.4,4C1a2a,5.1,4C1a2a,0,6S3,,,,,25,,13,c,3A1a1a,54.5,3.5,42,0,1.73,4A1h
78P02180,49337,S,6861,6861,78P0398,229,,33,64,33,64,Bt,956070,76VA037001,Cecil,series,"Clayey, kaolinitic, thermic Typic Hapludult",974364,76VA037001,6/1/1978 0:00,,,US,United States,VA,Virginia,VA037,Charlotte,,,,,NASIS updated 5/4/2020 8:11:16 AM,6/12/2014 16:16,c,1,6N2e,1.42,6O2d,0.2,6Q2b,,,0.018,6B1b,0.19,6A1c,4.4,8C1e,5.2,8C1a,,,,,,,28,,11,c,3A1a1a,56.7,18.1,25.2,0,,
MU020785,15768816,S,43701,42987,M9861340,5397,,74,112,74,100,2Bt3,1367490,1998MO203040M,Portia,series,"Fine-loamy, siliceous, semiactive, mesic Typic Paleudalfs",97325,1998MO203040M,4/2/1998 0:00,37.31205,-91.4207361,US,United States,MO,Missouri,MO203,Shannon,116A,Ozark Highland,MO203,"Shannon County, Missouri",NASIS updated 5/4/2020 8:42:18 AM,10/18/2019 14:35,C,4.9,6N2,3.8,6O2,0.7,6Q2,,,,,0.1,6A2d,4.2,8C1e,4.6,8C1a,,,,,,,57,,,C,3A1a1a,67.1,18.1,14.9,,,
17N00747,15940207,S,73726,134447,17N0128,6021,S2016TN157001-4,51,96,51,96,Bw,1137980,S2016TN157001,Sharkey,series,"Very-fine, smectitic, thermic Chromic Epiaquerts",1156170,S2016TN157001,,35.2836111,-90.0816667,US,United States,TN,Tennessee,TN157,Shelby,131A,Southern Mississippi River Alluvium,TN157,"Shelby County, Tennessee",NASIS updated 5/4/2020 7:59:24 AM,1/11/2017 23:56,sicl,15.28,4B1a1a,7.13,4B1a1a,0.42,4B1a1a,0.88,4H2a,0.093,4H2a,,,6.8,4C1a2a,7.3,4C1a2a,,,,,,,100,0.9,9,sicl,3A1a1a,30.6,68.6,0.8,0,1.42,DbWR1
84011-0-5,15742677,S,39682,39063,S84AL-011-10,5210,8411-0-5,53,119,53,100,Btg1,318749,84AL011010-pgm,Lynchburg,series,"Fine-loamy, siliceous, semiactive, thermic Aeric paleaquults",318435,84AL011010-pgm,7/1/1984 0:00,32.2208333,-85.6908333,US,United States,AL,Alabama,AL011,Bullock,,,AL011,"Bullock County, Alabama",NASIS updated 5/4/2020 8:46:37 AM,1/27/2014 17:14,,0.43,NK,0.08,NK,0.04,NK,,,,,,,,,4.8,NK,,,,,,,8,,,,3A1a1a,20.6,14.6,64.8,,,
11N00472,15831021,S,53426,52700,11N0099,5514,S10GA107001-1,0,2,0,2,A,890495,S2010GA107001,Dothan,series,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",908389,S2010GA107001,8/16/2013 0:00,32.3613444,-82.379225,US,United States,GA,Georgia,GA107,Emanuel,133A,Southern Coastal Plain,GA107,"Emanuel County, Georgia",NASIS updated 5/4/2020 7:50:46 AM,2/6/2018 17:24,ls,1.55,4B1a1a,0.49,4B1a1a,0.12,4B1a1a,6.22,4H2a,0.144,4H2a,,,3.7,4C1a2a,4.5,4C1a2a,,,,,,,15,6.2,43,ls,3A1a1a,5.5,11.5,83,4,,
VPI02981,15857942,S,57705,56904,VPI0298,5566,,5,25,5,25,Ap,363533,V1984-VA081-298,Wickham,,"Fine-loamy, mixed, semiactive, thermic Typic Hapludults",363896,VPI-Wickh-7,9/26/2009 0:00,36.5561676,-77.5378342,US,United States,VA,Virginia,VA081,Greensville,133A,Southern Coastal Plain,VA081,"Greensville County, Virginia",NASIS updated 5/4/2020 8:50:57 AM,4/18/2014 18:09,lcos,0.04,6N2a,0.01,6O2a,0.03,6Q2b,,,,,0.18,6A1a,,,4.9,8C1a,,,,,,,,,,lcos,hyd1,4.3,12.9,82.8,,,
MU056440,15792779,S,47338,46624,M9617916,5429,,23,48,23,48,Bt1,1367330,1996MO179016M,Noark,taxadjunct,"Clayey-skeletal, siliceous, semiactive, mesic Typic Paleudults",97049,1996MO179016M,6/3/1996 0:00,37.5683694,-91.2245444,US,United States,MO,Missouri,MO179,Reynolds,116A,Ozark Highland,MO179,"Reynolds County, Missouri",NASIS updated 5/4/2020 8:41:10 AM,12/12/2019 14:17,sil,0.2,4B1a1,0,4B1a1,0.1,4B1a1,,,,,0.3,6A2d,4.2,8C1e,4.7,8C1a,,,,,,,10,,,sil,3A1a1a,12.9,71.4,15.7,,,
FL0200102,15817288,S,51092,50366,S02_001,5460,,18,43,18,43,E/Eg,902708,S1980-FL003-S02_001,Leon,series,"Sandy, siliceous, thermic Aeric Alaquods",528390,S1980-FL003-S02_001,9/11/1980 0:00,30.2547703,-82.0819855,US,United States,FL,Florida,FL003,Baker,153A,Atlantic Coast Flatwoods,FL003,"Baker County, Florida",NASIS updated 5/4/2020 8:44:24 AM,9/20/2019 14:49,S,0.06,6N2,0.01,6O2,0,6Q2,,,,,0.12,6A1a,4.2,8C1e,3.9,8C1a,,,,,,,,,,S,3A1a1a,0.3,3,,,,
MU050897,15807712,S,49568,48854,M9415319,5429,,33,51,33,51,Bt1,86926,1994MO153049,Clarksville,taxadjunct,"Loamy-skeletal, siliceous, semiactive, mesic Oxyaquic Paleudults",87164,1994MO153049,4/28/1994 0:00,36.5314639,-92.3299333,US,United States,MO,Missouri,MO153,Ozark,116A,Ozark Highland,MO153,"Ozark County, Missouri",NASIS updated 5/4/2020 8:40:02 AM,7/25/2019 13:05,l,0.7,4B1a1,0.8,4B1a1,0.1,4B1a1,,,,,0.1,6A2d,4.4,8C1e,5.1,8C1a,,,,,,,33,,,l,3A1a1a,16.1,47,36.9,,,
MU034284,15779416,S,45307,44593,M8821504,5429,,15,23,15,23,E,698622,1988MO215004,Lily,series,"Fine-loamy, siliceous, semiactive, mesic Typic Hapludults",699631,1988MO215004,5/24/1988 0:00,37.5987167,-91.7567667,US,United States,MO,Missouri,MO215,Texas,116A,Ozark Highland,MO215,"Texas County, Missouri",NASIS updated 5/4/2020 8:36:55 AM,7/25/2019 13:05,sil,1.5,4B1a1,0.6,4B1a1,0.2,4B1a1,,,,,0.4,6A2d,4.2,8C1e,4.8,8C1a,,,,,,,,,,sil,3A1a1a,13,54.7,32.3,,,
40A21221,19866,S,2547,2547,40A2711,1,12114,5,14,5,14,E1,102908,S1959MO065002,Clarksville,series,,102925,S1959MO065002,10/7/1959 0:00,37.4839554,-91.2673492,US,United States,MO,Missouri,MO065,Dent,116A,Ozark Highland,MO065,"Dent County, Missouri",NASIS updated 5/4/2020 8:03:45 AM,4/22/2016 17:03,sil,0.3,6N2b,0.2,6O2b,0.1,6Q2a,,,,,1.39,6A1a,,,4.4,8C1a,,,,,,,11,,,sil,3A1a1a,8.3,63.6,28.1,0,,
MU001574,15749860,S,40963,40249,M0502305,5397,,41,61,41,61,Bt2,684492,2005MO023005,Clarksville,series,"Loamy-skeletal, siliceous, active, nonacid, mesic Typic Paleudults",687086,2005MO023005,7/28/2005 0:00,36.75,-90.5833333,US,United States,MO,Missouri,MO023,Butler,116A,Ozark Highland,MO605,"Butler County and Part of Ripley County, Missouri",NASIS updated 5/4/2020 8:34:42 AM,7/25/2019 13:05,CL,1,6N2,2.4,6O2,0.2,6Q2,,,,,0.3,6A2d,4.3,8C1e,5.1,8C1a,,,,,,,28,,,CL,3A1a1a,28.3,33.7,37.9,,,
MU058743,15806978,S,49471,48757,M9722117,5429,,61,74,61,74,2Bt3,87647,1997MO221069,Noark,series,"Clayey-skeletal, mixed, semiactive, mesic Typic Paleudults",87840,1997MO221069,6/9/1997 0:00,37.8715025,-90.9134818,US,United States,MO,Missouri,MO221,Washington,116A,Ozark Highland,,,NASIS updated 5/4/2020 8:41:39 AM,7/25/2019 13:05,c,1.8,4B1a1,2.3,4B1a1,0.2,4B1a1,,,,,0.2,6A2d,4,8C1e,4.5,8C1a,,,,,,,22,,,c,3A1a1a,67,22.7,10.3,,,
MU045637,15790437,S,46993,46279,M9212308,5429,,8,13,8,13,E,97710,1992MO123008M,Clarksville,taxadjunct,"Loamy-skeletal, siliceous, semiactive, mesic Aquic Paleudalfs",97948,1992MO123008M,7/14/1992 0:00,37.320137,-90.1566086,US,United States,MO,Missouri,MO123,Madison,116A,Ozark Highland,MO123,"Madison County, Missouri",NASIS updated 5/4/2020 8:39:03 AM,8/9/2019 11:20,sil,1,4B1a1,0.4,4B1a1,0.2,4B1a1,,,,,,,4.3,8C1e,4.7,8C1a,,,,,,,,,,sil,3A1a1a,3.1,68.2,28.7,,,
MU056506,15792710,S,47328,46614,M9617932,5429,,8,20,8,20,E,95837,1996MO179032M,Clarksville,taxadjunct,"Clayey-skeletal, siliceous, semiactive, mesic Typic Paleudults",97068,1996MO179032M,6/24/1996 0:00,37.4733806,-90.9435,US,United States,MO,Missouri,MO179,Reynolds,116A,Ozark Highland,MO179,"Reynolds County, Missouri",NASIS updated 5/4/2020 8:41:11 AM,7/25/2019 13:05,sil,0.5,4B1a1,0,4B1a1,0.2,4B1a1,,,,,0.9,6A2d,4.3,8C1e,4.9,8C1a,,,,,,,11,,,sil,3A1a1a,12.4,72.5,15.1,,,
81P01326,57902,S,8366,8366,81P0255,562,,46,71,46,71,Bg1,956547,80GA127054,Rains,series,"Fine-loamy, siliceous, semiactive, thermic Typic Paleaquult",974841,80GA127054,6/1/1981 0:00,,,US,United States,GA,Georgia,GA127,Glynn,153A,Atlantic Coast Flatwoods,,,NASIS updated 5/4/2020 8:13:17 AM,6/12/2014 16:16,lfs,2.46,6N2e,0.32,6O2d,0.02,6Q2b,,,,,0.42,6A1c,4.2,4C1a2a,4.9,4C1a2a,,,,,,,61,,,lfs,3A1a1a,8.1,7.4,84.5,0,,
18N01531,15945729,S,74805,135401,18N0236,6183,S2016FL107022-4,56,100,56,100,Cg2,1163011,S2016FL107022,Pamlico,taxadjunct,"Sandy or sandy-skeletal, siliceous, dysic, thermic Terric Haplosaprists",1194606,S2016FL107022,,29.6893,-81.9609,US,United States,FL,Florida,FL107,Putnam,154,South-Central Florida Ridge,,,NASIS updated 5/4/2020 7:59:58 AM,4/3/2018 20:09,s,0,4B1a1a,0,4B1a1a,0.04,4B1a1a,0.28,4H2a,0.01,4H2a,,,4,4C1a2a,4,4C1a2a,,,,,2.8,4D6a1,3,0.3,28,s,3A1a1a,2.4,2,95.6,0,,
MU039315,15775492,S,44701,43987,M9016133,5429,,10,23,10,23,BA,474166,1990MO161033,Lily,series,"Fine-loamy, siliceous, semiactive, mesic Typic Hapludults",478124,1990MO161033,1/25/2011 0:00,37.9687,-91.5579,US,United States,MO,Missouri,MO161,Phelps,116A,Ozark Highland,,,NASIS updated 5/4/2020 8:37:50 AM,7/25/2019 13:05,sil,3.7,4B1a1,1.6,4B1a1,0.2,4B1a1,,,,,0.5,6A2d,6.5,8C1e,7.1,8C1a,,,,,,,93,,,sil,3A1a1a,9,51.8,39.2,,,
00P03073,160626,S,25172,25172,00P0490,3498,,0,15,0,15,Ap,111130,99MS151009,Sharkey,series,,111116,S1999MS151009,9/30/1999 0:00,33.3295822,-91.0166931,US,United States,MS,Mississippi,MS151,Washington,,,MS151,"Washington County, Mississippi",NASIS updated 5/4/2020 7:36:27 AM,4/23/2016 6:08,c,,,,,,,1.51,6A2e,0.192,6B4a,,,5.9,4C1a2a,6.1,4C1a2a,,,,,,,,1.5,,c,3A1a1a,70.8,28.5,0.7,0,,
FL3400804,15820986,S,51692,50966,S34_008,5460,,99,152,99,100,Eg,517725,1989-FL067-S34_008,Foxworth,,"Aquic Quartzipsamments, thermic, coated .",528978,S1989-FL067-S34_008,4/15/2011 0:00,30.0102634,-83.1617203,US,United States,FL,Florida,FL067,Lafayette,152A,Eastern Gulf Coast Flatwoods,FL067,"Lafayette County, Florida",NASIS updated 5/4/2020 8:45:38 AM,4/23/2016 6:15,FS,0.03,6N2,0.01,6O2,0,6Q2,,,,,0.13,6A1a,4.9,8C1e,5.4,8C1a,,,,,,,,,,FS,3A1a1a,1.6,1.3,,,,
40A36612,34561,S,4566,4566,40A4821,1,9899,97,135,97,100,2Btx1,103008,S1959MS085002,PROVIDENCE,series,,103025,S1959MS085002,1/26/1959 0:00,31.5840855,-90.2825928,US,United States,MS,Mississippi,MS085,Lincoln,,,MS085,"Lincoln County, Mississippi",NASIS updated 5/4/2020 8:05:37 AM,4/23/2016 6:15,l,0.5,6N2b,1.6,6O2b,0.1,6Q2a,,,,,0.02,6A1a,,,5.4,8C1a,,,,,,,45,,,l,3A1a1a,14.6,34.5,50.9,0,1.9,4A1h
FL6300501,15819559,S,51447,50721,S63_005,5460,,0,23,0,23,Ap,518238,1985-FL125-S63_005,Plummer,,"Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",529532,S1985-FL125-S63_005,4/15/2011 0:00,29.9707165,-82.4588089,US,United States,FL,Florida,FL125,Union,153A,Atlantic Coast Flatwoods,FL125,"Union County, Florida",NASIS updated 5/4/2020 8:46:10 AM,4/24/2016 14:26,S,2.02,6N2,0.14,6O2,0.03,6Q2,,,,,0.54,6A1a,5.1,8C1e,5.6,8C1a,,,,,,,,,,S,3A1a1a,1.1,4.3,,,,
91P01329,110600,S,17645,17645,91P0216,2228,,8,30,8,30,Bw1,127080,90NC121003,Chandler,series,"Sandy, micaceous, mesic Typic Dystrochrept",125336,S1990NC121003,11/1/1990 0:00,35.9474983,-82.0583344,US,United States,NC,North Carolina,NC121,Mitchell,130,Blue Ridge,,,NASIS updated 5/4/2020 8:23:28 AM,4/24/2016 14:12,sl,0.19,6N2e,0.19,6O2d,0.16,6Q2b,,,0.05,6B3a,1.08,6A1c,4.4,4C1a2a,4.6,4C1a2a,,,,,,,9,,,sl,3A1a1a,13,22,65,47,1.62,4A1h
90P06165,108588,S,17322,17322,90P1007,2176,,24,45,24,45,Eg2,126800,90LA011019,Caddo,series,"Fine-silty, siliceous, thermic Typic Paleaquults",125056,S1990LA011019,8/1/1990 0:00,30.5302773,-93.2236099,US,United States,LA,Louisiana,LA011,Beauregard,152B,Western Gulf Coast Flatwoods,LA011,"Beauregard Parish, Louisiana",NASIS updated 5/4/2020 8:23:07 AM,4/22/2016 22:33,sil,0.39,6N2e,0.23,6O2d,0.02,6Q2b,,,,,0.17,6A1c,4.1,4C1a2a,4.6,4C1a2a,,,,,,,12,,,sil,3A1a1a,13.6,65.5,20.9,1,1.7,4A1h
18N01036,15945477,S,74741,135337,18N0136,6180,S2015GA007019-6,84,100,84,100,Bt2,1176392,S2015GA007019,Norfolk,series,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",1210533,S2015GA007019,,31.1904833,-84.4542778,US,United States,GA,Georgia,GA007,Baker,133A,Southern Coastal Plain,,,NASIS updated 5/4/2020 7:59:53 AM,4/3/2018 20:09,scl,0.74,4B1a1a,0.65,4B1a1a,0.04,4B1a1a,0.14,4H2a,0.01,4H2a,,,4.7,4C1a2a,5.6,4C1a2a,,,,,0.9,4D6a1,61,0.1,14,scl,3A1a1a,24.5,8.5,67,1,,
00P07869,165380,S,26018,26018,00P1346,3634,,99,183,99,100,C2,111131,S2000NC021002,Reddies,series,"Coarse-loamy over sandy or sandy-skeletal, mixed Fluventic Haplumbrepts",111117,S2000NC021002,8/29/2000 0:00,35.7586098,-82.3736115,US,United States,NC,North Carolina,NC021,Buncombe,130,Blue Ridge,NC021,"Buncombe County, North Carolina",NASIS updated 5/4/2020 7:37:29 AM,1/16/2019 19:32,cosl,1.38,6N2i,0.98,6O2h,0.25,6Q2f,0.47,6A2e,0.037,6B4a,,,5.4,4C1a2a,5.8,4C1a2a,,,,,,,43,0.5,,cosl,3A1a1a,13.9,6.7,79.4,65,,
40A30565,28908,S,3783,3783,40A3989,1,56470,74,107,74,100,Bt3,102331,S1955LA015002,Cahaba,taxadjunct,"Coarse-loamy, siliceous, semiactive, thermic Typic Hapludalfs",102348,S1955LA015002,11/8/1955 0:00,32.9072227,-93.5836105,US,United States,LA,Louisiana,LA015,Bossier,133B,Western Coastal Plain,LA015,"Bossier Parish, Louisiana",NASIS updated 5/4/2020 8:04:54 AM,4/22/2016 22:33,fsl,2.2,6N2b,0.8,6O2b,0.2,6Q2a,,,,,0.04,6A1a,,,5.2,8C1a,,,,,,,,,,fsl,3A1a1a,13.4,22.5,64.1,0,,
01P02120,167189,S,26304,26304,01P0349,3701,,25,58,25,58,Bt1,960597,99VA031001,Cecil,series,"Fine, kaolinitic, thermic Kanhapludult",978891,99VA031001,6/1/2001 0:00,,,US,United States,VA,Virginia,VA031,Campbell,,,,,NASIS updated 5/4/2020 7:39:06 AM,4/19/2016 23:19,,,,,,,,0.22,6A2e,0.051,6B4a,,,4.7,4C1a2a,5.2,4C1a2a,,,,,,,,0.2,,,,,,,,,
CL0608,15936461,S,73066,133799,S89SC017-19,5932,S1993SC017015-1,0,18,0,18,Ap,1118093,S1993SC017015,Lucy,series,"Loamy, kaolinitic, thermic Arenic Kandiudults",1127790,S1993SC017015,8/5/2015 0:00,33.6727193,-80.7663706,US,United States,SC,South Carolina,SC017,Calhoun,133A,Southern Coastal Plain,SC017,"Calhoun County, South Carolina",NASIS updated 5/4/2020 8:46:51 AM,11/1/2016 20:13,cos,2.25,4B1a1,1.24,4B1a1,0.05,4B1a1,,,,,,,,,5.9,8C1a,,,,,,,100,,,cos,3A1a1a,2.5,6,91.5,,,
MU017805,15765844,S,43261,42547,M9603908,5397,,10,28,10,28,A2,94208,1995MO039074,Moko,series,"Loamy-skeletal, mixed, superactive, mesic Lithic Hapludolls",94268,1995MO039074,11/29/1995 0:00,37.6348578,-93.9303895,US,United States,MO,Missouri,MO039,Cedar,116B,Springfield Plain,MO039,"Cedar County, Missouri",NASIS updated 5/4/2020 8:40:50 AM,7/25/2019 13:05,SICL,19.8,6N2,2.3,6O2,0.7,6Q2,,,,,4.1,6A2d,5.8,8C1e,6.3,8C1a,,,,,,,85,,,SICL,3A1a1a,29.9,58.7,11.4,,,
06N03460,202682,S,33415,33265,06N0830,4827,S06SC061-001-5,75,90,75,90,Btv,212118,S2006SC061001,Fuquay,series,"Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults",214124,Stuckey,5/12/2006 0:00,34.2583351,-80.2813873,US,United States,SC,South Carolina,SC061,Lee,133A,Southern Coastal Plain,SC061,"Lee County, South Carolina",NASIS updated 5/4/2020 7:43:59 AM,4/20/2016 13:30,scl,0,4B1a1a,0.28,4B1a1a,0,4B1a1a,0.15,4H2a,0.01,4H2a,,,4.4,4C1a2a,5.3,4C1a2a,0.2,4D3a1,,,,,9,0.2,15,scl,3A1a1a,29.9,12.3,57.8,3,1.68,DbWR1
84011-1-1,15742679,S,39683,39064,S84AL-011-11,5210,8411-1-1,0,5,0,5,A,318750,84AL011011-pgm,Cowarts,taxadjunct,"Fine-loamy, siliceous, superactive, thermic Typic hapludults",318436,84AL011011-pgm,8/1/1984 0:00,32.0975,-85.4269444,US,United States,AL,Alabama,AL011,Bullock,,,AL011,"Bullock County, Alabama",NASIS updated 5/4/2020 8:46:37 AM,1/27/2014 17:14,,11.43,NK,3.43,NK,0.32,NK,,,,,,,,,5.7,NK,,,,,,,71,,,,3A1a1a,19,11.7,69.3,,,
82P01081,62741,S,9152,9152,82P0198,702,,73,109,73,100,Bt2,110654,S1981SC051013,Norfolk,series,"Fine-loamy, siliceous, subactive, thermic Typic Paleudults",110640,S1981SC051013,6/1/1981 0:00,34.2001228,-79.0636444,US,United States,SC,South Carolina,SC051,Horry,153A,Atlantic Coast Flatwoods,SC051,"Horry County, South Carolina",NASIS updated 5/4/2020 8:14:14 AM,4/24/2016 14:26,scl,1.57,6N2e,0.36,6O2d,0.09,6Q2b,,,,,0.19,6A1c,4.4,4C1a2a,4.7,4C1a2a,,,,,,,63,,,scl,3A1a1a,20.6,23.3,56.1,0,,
88P00908,93135,S,14673,14673,88P0172,1706,,15,52,15,52,Bt1,124694,87NC121003A,Clifton,series,"Fine, mixed, semiactive, mesic Typic Hapludults",122950,S1987NC121003A,9/1/1987 0:00,36.0366669,-82.2655563,US,United States,NC,North Carolina,NC121,Mitchell,130,Blue Ridge,NC121,"Mitchell County, North Carolina",NASIS updated 5/4/2020 8:20:24 AM,4/24/2016 14:12,c,0.24,6N2e,1.29,6O2d,0.51,6Q2b,,,0.037,6B3a,0.33,6A1c,4.5,4C1a2a,5,4C1a2a,,,,,,,16,,9,c,3A1a1a,47.5,24.7,27.8,0,,
40A39028,36949,S,4929,4929,40A5188,1,551545,99,132,99,100,B21,105550,S1955SC079001,LAKELAND,series,,105567,S1955SC079001,8/1/1955 0:00,,,US,United States,SC,South Carolina,SC079,Richland,,,SC079,"Richland County, South Carolina",NASIS updated 5/4/2020 8:05:57 AM,4/24/2016 14:26,cos,0.02,6N2d,0.1,6O2b,0.02,6Q2a,,,,,0.03,6A1a,,,5.5,8C1a,,,,,,,,,,cos,3A1a1a,3.2,5.2,91.6,0,,
40A34047,32070,S,4206,4206,40A4451,1,K0218,84,142,84,100,Bt2,128166,54TX067090,Woden,series,"Coarse-loamy, siliceous, semiactive, thermic Typic Paleudalf",126422,S1954TX067090,3/1/1954 0:00,33.1238899,-94.1341629,US,United States,TX,Texas,TX067,Cass,133B,Western Coastal Plain,TX616,"Marion and Cass Counties, Texas",NASIS updated 5/4/2020 8:05:17 AM,4/22/2016 22:33,,2.2,6N2e,1,6O2b,0.3,6Q2c,,,,,0.12,6A1a,,,5,8C1a,,,,,,,,,,,3A1a1a,15.7,18.2,66.1,0,,
MU020112,15768143,S,43607,42893,M9415309,5397,,30,53,30,53,E2,86902,1994MO153039,Clarksville,taxadjunct,"Loamy-skeletal, siliceous, semiactive, mesic Oxyaquic Paleudults",87140,1994MO153039,2/16/1994 0:00,36.7066667,-92.4433333,US,United States,MO,Missouri,MO153,Ozark,116A,Ozark Highland,MO153,"Ozark County, Missouri",NASIS updated 5/4/2020 8:40:02 AM,7/25/2019 13:05,SIL,1,6N2,0.8,6O2,0.2,6Q2,,,,,0.2,6A2d,4.3,8C1e,5.1,8C1a,,,,,,,58,,,SIL,3A1a1a,12.7,67.7,19.6,,,
40A38211,36132,S,4799,4799,40A5058,1,53820,33,61,33,61,B2,100561,S1953FL033003,DOTHAN,series,,100578,S1953FL033003,5/26/1953 0:00,30.9496593,-87.4213943,US,United States,FL,Florida,FL033,Escambia,,,FL033,"Escambia County, Florida",NASIS updated 5/4/2020 8:05:50 AM,4/23/2016 6:15,scl,0.3,6N2d,0.4,6O2b,0.1,6Q2a,,,,,0.03,6A1a,,,4.8,8C1a,,,,,,,,,,scl,3A1a1a,26.1,27.2,46.7,0,,
MU063965,15791466,S,47144,46430,M9961353,5429,,18,30,18,30,Bt1,97226,1999MO203053M,Arkana,series,"Very-fine, mixed, active, mesic Mollic Hapludalfs",97464,1999MO203053M,3/15/1999 0:00,38.96722412,-92.34500122,US,United States,MO,Missouri,MO203,Shannon,116A,Ozark Highland,MO203,"Shannon County, Missouri",NASIS updated 5/4/2020 8:42:44 AM,7/25/2019 13:05,c,11.4,4B1a1,7.6,4B1a1,0.3,4B1a1,,,,,1,6A2d,6.5,8C1e,7,8C1a,,,,,,,91,,,c,3A1a1a,46,38,16,,,
